date,season,avgTemp,minTemp,maxTemp,rainfall,cost
20150819,입추,25,21.4,29,0,2814
20150820,입추,24.1,22,27.3,5,2882
20150821,입추,23.6,21.1,28.3,26.6,2838
20150822,입추,24.3,21.1,28.6,0.3,null
20150823,입추,24.9,21.4,29.8,0.1,null
20150824,입추,24.7,22.1,27.9,3.1,2881
20150825,입추,21.5,19.7,24,26.8,2892
20150826,입추,22.2,18.7,26.9,0.4,2901
20150827,입추,23.2,18.3,28.7,1.4,2836
20150828,입추,23,18.8,28.7,2.5,2817
20150829,입추,22.9,18.8,28.7,0,null
20150830,입추,23.2,18.3,29.1,0.4,null
20150831,입추,23.9,19.3,29.1,1.8,2908
20150901,처서,23.6,20.8,27.9,5,2887
20150902,처서,22.8,20,27.4,9.6,2881
20150903,처서,22.9,19.2,28.1,1.8,2865
20150904,처서,23.3,18.8,29,0,2857
20150905,처서,21.7,19.4,25.6,9.4,null
20150906,처서,20.9,18,24.6,6.6,null
20150907,처서,20.7,15.9,26.4,0.1,2888
20150908,백로,20,14.3,26.2,0,2870
20150909,백로,20.3,13.6,27.1,0,2846
20150910,백로,20.6,14.2,27.3,0,2765
20150911,백로,21,15.7,26.6,1.5,2795
20150912,백로,18.8,15.5,22.1,3.8,null
20150913,백로,18.6,13.5,25.1,0,null
20150914,백로,19.1,12.8,26.4,0,2810
20150915,백로,19.3,13.3,25.7,0,2760
20150916,백로,18.9,13.2,24.1,1.6,2733
20150917,백로,19.3,15.2,24.2,4.4,2699
20150918,백로,20.1,14.6,26.3,0,2706
20150919,백로,20.1,15.2,26.7,0,null
20150920,백로,20.1,14.8,26.6,0,null
20150921,백로,20.6,15.1,27.9,0,2740
20150922,백로,20.6,14.8,28,0,2687
20150923,백로,19,15.6,22.5,8.4,2703
20150924,백로,20.7,16.5,25.7,1.2,2691
20150925,백로,20.6,16.3,26.3,0,2697
20150926,백로,20.1,15.4,26.5,0,null
20150927,백로,19.7,13.7,27.6,0,null
20150928,백로,20.5,13.1,28.6,0,null
20150929,백로,20.7,14.4,27,0,null
20150930,백로,19.3,16.7,23.1,1.7,2783
20151001,추분,18.1,14.5,22.6,37.4,2770
20151002,추분,15.9,8.9,21.9,0,2748
20151003,추분,18.2,11.9,24.9,0,null
20151004,추분,16.5,11,23.6,0,null
20151005,추분,16.7,11,24.4,0,2788
20151006,추분,16.8,10.1,25.4,0,2732
20151007,추분,17.2,10.8,24.8,0,2717
20151008,추분,17.5,12.5,24.4,0.1,2732
20151009,한로,16,10.2,21.4,0.4,null
20151010,한로,13.7,7.6,20.7,4.8,null
20151011,한로,12.7,8.6,17,2.2,null
20151012,한로,13.4,9.4,18.5,0.5,2727
20151013,한로,14.4,7.5,21.8,0,2675
20151014,한로,15.5,9.5,23.3,0,2640
20151015,한로,15.7,9.9,23.8,0,2617
20151016,한로,15.8,10.4,23.5,0,2596
20151017,한로,16.1,10.2,24.8,0,null
20151018,한로,16.2,9.6,25.2,0,null
20151019,한로,16.4,10.7,23.5,0.1,2592
20151020,한로,16.8,11.5,24.1,0,2569
20151021,한로,16.9,11.8,23.9,0.2,2501
20151022,한로,16.3,12.3,21.6,0.3,2453
20151023,한로,16.3,12.3,22,0,2398
20151024,한로,16.2,11.3,22.3,1.2,null
20151025,한로,14.7,9.6,21,0,null
20151026,한로,14.4,9.1,19.8,0.4,2370
20151027,한로,13.4,9.7,17.8,16.3,2340
20151028,한로,11.4,5.9,17.2,0,2328
20151029,한로,10.5,5.4,16.3,0.4,2356
20151030,한로,8,3.6,12.8,0,2326
20151031,한로,6.3,0.7,13.2,0,null
20151101,상강,6.7,0.9,11.2,0.1,null
20151102,상강,10.1,4.6,16.4,0.2,2317
20151103,상강,10.8,4.9,19,0,2297
20151104,상강,10.9,3.8,20,0,2310
20151105,상강,12.9,7.1,20.7,0,2221
20151106,상강,13.5,8,19.2,2.6,2210
20151107,상강,13.2,11.7,14.5,28,null
20151108,입동,13.7,12.5,15.1,13.8,null
20151109,입동,12.7,10.8,15.5,3.2,2200
20151110,입동,11.1,7.6,15.3,0.2,2207
20151111,입동,11.5,6.8,17.1,2,2174
20151112,입동,13.7,9.1,18.1,0.6,1919
20151113,입동,12.1,10.9,13.9,24.4,1875
20151114,입동,13.8,12,16.2,5,null
20151115,입동,13.5,9.6,18.3,0,null
20151116,입동,12.6,8.9,15.8,10.7,1949
20151117,입동,14.3,12.3,17.1,0.5,1991
20151118,입동,11.6,9.4,14.2,7.9,2042
20151119,입동,10.2,8.6,12.1,0.9,2020
20151120,입동,11,7.6,15.9,0.1,2020
20151121,입동,9.6,5.9,13.5,0.1,null
20151122,입동,11.3,7.3,15.5,4.6,null
20151123,입동,10.9,9.2,12.7,6.6,2058
20151124,입동,8.5,6,11.2,2.8,2164
20151125,입동,5.6,3.8,7.6,9,2174
20151126,입동,0.9,-1.1,4.5,3.3,2134
20151127,입동,1.1,-1.9,4,0.6,2213
20151128,입동,3.2,0.1,7.2,0,null
20151129,입동,5.2,1.6,9.6,0.8,null
20151130,입동,6.4,1.5,11.6,0.2,2232
20151201,소설,4.7,-0.9,12.1,0,2211
20151202,소설,7.3,2.9,11.3,5.7,2183
20151203,소설,3,-0.3,6.5,3,2240
20151204,소설,2.8,-0.6,5.7,0.5,null
20151205,소설,5.5,2.1,8.7,0,null
20151206,소설,3.2,-0.7,8.3,0,null
20151207,대설,3.5,-2.5,9.9,0,2221
20151208,대설,4.6,0,11.1,0,2221
20151209,대설,6.2,-0.4,13.2,0,2221
20151210,대설,8.7,6.6,10.6,14.1,2247
20151211,대설,7.6,3.8,10.9,3.7,2202
20151212,대설,5.5,1.1,10.8,0,null
20151213,대설,6.5,2.6,12.5,0,null
20151214,대설,6.9,4.2,8.7,3.9,2175
20151215,대설,7.2,4.7,9.9,0.5,2178
20151216,대설,1.7,-1.6,5.5,2.4,2157
20151217,대설,-2,-4.8,1.4,0.3,2129
20151218,대설,-0.5,-6,4.7,0,2148
20151219,대설,1.4,-3,8.4,0,null
20151220,대설,2.1,-2.5,6,0.8,null
20151221,대설,4.3,0.5,9.3,1.5,2123
20151222,대설,4.1,-1.1,9.6,0.1,2125
20151223,대설,6.3,3.8,9,1.9,2127
20151224,대설,4.2,0.8,8.7,0,2147
20151225,대설,1.4,-2.6,5.8,0,null
20151226,대설,3.8,-2.1,9.8,0.2,null
20151227,대설,-0.8,-4.6,3.7,0,null
20151228,대설,-2.4,-6.4,2.2,0,2160
20151229,대설,-1.4,-6.7,4.8,0,2202
20151230,대설,0.9,-5.2,7.4,1.1,2202
20151231,대설,2,-1.7,6.3,0.3,2183
20160101,동지,1.7,-3.9,7.3,0,null
20160102,동지,5.1,0.3,11.5,0,null
20160103,동지,5.9,1,12.9,0,null
20160104,동지,5.3,0.1,10.1,0,2215
20160105,동지,0.6,-2.4,4.4,0.5,2266
20160106,소한,0.7,-4.2,5.4,0,2269
20160107,소한,0.4,-2.6,4.3,0,2271
20160108,소한,-0.5,-3.8,3.9,0,2242
20160109,소한,0.7,-3.8,5.5,0,null
20160110,소한,1.7,-2.8,6.7,0,null
20160111,소한,-0.7,-4.4,4.3,0,2307
20160112,소한,-2.1,-7.1,3.7,0,2307
20160113,소한,-1.2,-4.9,2.3,0.8,2318
20160114,소한,-1.1,-5.5,3.3,0.1,2280
20160115,소한,-0.2,-5.3,6.2,0.1,2280
20160116,소한,0.8,-4,7.3,0,null
20160117,소한,2.1,-1.3,5.6,3.3,null
20160118,소한,-2,-7.3,3.1,0.9,2299
20160119,소한,-7.5,-9.7,-4.6,0.8,2313
20160120,소한,-6.9,-10.9,-2.3,0,2354
20160121,소한,-4.7,-8.4,0,0,2440
20160122,소한,-4.2,-9.3,0.7,0,2448
20160123,소한,-7,-11.3,-3.5,1.2,null
20160124,소한,-10.8,-14.2,-7.4,1.5,null
20160125,소한,-6.6,-12.4,-1.3,0.3,2476
20160126,소한,-1.7,-7,3.5,0.1,2598
20160127,소한,0.2,-4.8,6.1,0,2715
20160128,소한,0.3,-4.6,3.6,6.7,2730
20160129,소한,2.3,0.3,4.4,8.2,2777
20160130,소한,2.2,-1.2,6.4,0.6,null
20160131,소한,-0.5,-3.2,2.9,0,null
20160201,대한,-2.9,-6.2,1.7,0,2881
20160202,대한,-3.4,-8.6,2.7,0,2908
20160203,대한,-1.8,-8.3,4.9,0,2914
20160204,입춘,0.4,-4.8,5.9,0,2966
20160205,입춘,-0.2,-5,5.4,0,3026
20160206,입춘,-1.4,-5.6,3.3,0.5,null
20160207,입춘,-1.8,-8,5,0,null
20160208,입춘,1.7,-5.7,7.4,0.2,null
20160209,입춘,2.6,-2.2,7.5,0,null
20160210,입춘,2.2,-4.9,10.8,0,null
20160211,입춘,6.8,-1.2,13.7,0.2,3003
20160212,입춘,9.7,6.9,12,20.7,3003
20160213,입춘,11.7,7.1,16.2,11.4,null
20160214,입춘,1.1,-3,9.5,0.8,null
20160215,입춘,-3.1,-6,0.1,0.2,3033
20160216,입춘,-0.1,-4.4,4,0.5,3047
20160217,입춘,1.2,-4.1,6.5,0,3078
20160218,입춘,3.6,-2.9,9.7,0.1,3124
20160219,입춘,4.5,-0.2,8.9,0,3124
20160220,입춘,3.5,-0.6,8.7,0,null
20160221,입춘,1,-3.6,6,0,null
20160222,입춘,2.7,-1.5,6.5,0,3160
20160223,입춘,3.3,-1.3,8.5,0.2,3160
20160224,입춘,-1,-4.7,3.4,0.6,3145
20160225,입춘,0.3,-5.9,6,0,3147
20160226,입춘,2.8,-2.3,7.3,0.8,3147
20160227,입춘,5.2,1.2,10.6,1.4,null
20160228,입춘,4,-0.5,10.5,5.8,null
20160229,입춘,-1.8,-4.8,1.3,0.3,3169
20160301,우수,-1.4,-7.3,4.3,0,null
20160302,우수,3.2,-3.8,10.4,0,3530
20160303,우수,7.2,-0.1,15.2,0,3672
20160304,우수,9.4,4.6,13.7,9.7,3711
20160305,우수,11.8,8.2,15.5,27.9,null
20160306,경칩,10.3,5.3,15.6,2.5,null
20160307,경칩,8.9,3.4,14.9,0,3741
20160308,경칩,5.9,2.4,9.3,2.8,3806
20160309,경칩,3.1,0.3,8.2,2,3878
20160310,경칩,1.3,-1.9,5.7,0.1,3930
20160311,경칩,0.7,-3.9,5.8,0,3924
20160312,경칩,2.5,-4.2,8.7,0,null
20160313,경칩,4.3,1,8.4,0.2,null
20160314,경칩,4.2,-0.5,10,0,3808
20160315,경칩,5.6,-2.5,13.3,0,3821
20160316,경칩,8.8,3,16.4,0,3821
20160317,경칩,10.2,0.9,18.3,0.1,3803
20160318,경칩,11.2,7.9,15.4,9.3,3851
20160319,경칩,10.4,5.2,16.8,0,null
20160320,경칩,8.2,3.3,13.8,0,null
20160321,경칩,8.6,2.3,15.6,0,3985
20160322,경칩,9.3,2,16.9,0,3905
20160323,경칩,8.1,4.1,13.6,0.5,3995
20160324,경칩,6.4,1.2,12,0.2,4063
20160325,경칩,5.8,1.4,11.1,0.2,4030
20160326,경칩,5.7,0.2,12.1,0.5,null
20160327,경칩,7,0,14.1,0,null
20160328,경칩,9.3,0.7,17.5,0,4059
20160329,경칩,11.9,4.8,18,0.1,4103
20160330,경칩,12.7,6.4,20.3,0,4088
20160331,경칩,12.4,4.8,20.7,0,4196
20160401,춘분,13.2,4.3,22.8,0,4117
20160402,춘분,13.9,5.7,21.5,0,null
20160403,춘분,11.7,8.9,15.2,9.5,null
20160404,춘분,11.2,7.6,15.6,1.8,4231
20160405,청명,12,5.1,19.6,0,4228
20160406,청명,12.8,5.7,21,12.2,4191
20160407,청명,12.7,9.2,18,21.9,4303
20160408,청명,13.9,8,21.7,0,4451
20160409,청명,14.9,8.2,22.2,0,null
20160410,청명,13.6,8.2,21.3,0.4,null
20160411,청명,10.9,6.8,16.1,0.2,4462
20160412,청명,12.5,6.2,19,0.6,4462
20160413,청명,14.2,10.9,18.2,13.1,null
20160414,청명,14.7,9.6,21.3,0,4554
20160415,청명,13.7,6.5,21.2,0,4505
20160416,청명,14.6,7.9,20.7,29.2,null
20160417,청명,13.1,10.1,17.2,9.5,null
20160418,청명,13,8.3,18.9,1.2,4705
20160419,청명,12.5,7.4,19,0,4875
20160420,청명,13.9,7.3,20.3,0.7,4751
20160421,청명,13.8,10.9,17.3,28.8,4733
20160422,청명,17.1,11.2,24.6,0,4675
20160423,청명,15.2,10.9,20.7,0,null
20160424,청명,14.3,7.2,22.1,0,null
20160425,청명,15.9,7.3,24.9,0,4612
20160426,청명,17,8.7,25.4,1.4,4593
20160427,청명,12.4,10.8,15.5,25,4504
20160428,청명,13.6,9.6,19.2,2.4,4458
20160429,청명,14.4,8.4,20.9,0.1,4426
20160430,청명,16.5,8.8,23.8,0,null
20160501,곡우,18.1,10.4,26.1,0,null
20160502,곡우,18.9,11.8,25.9,7.8,4024
20160503,곡우,15.3,11.7,19.8,26.8,3999
20160504,곡우,17,11.7,22.3,0.2,3974
20160505,곡우,18.2,9.3,26,0.8,null
20160506,입하,17.9,13.9,22.5,1.7,null
20160507,입하,17.1,11.3,23.6,0,null
20160508,입하,17.4,9.3,24.8,0,null
20160509,입하,18.1,13.6,23.4,0.2,4009
20160510,입하,13.9,12.2,17.2,20.1,3987
20160511,입하,15.7,11.4,21.7,0.9,3994
20160512,입하,18,11,25.1,0,3994
20160513,입하,16.6,11.9,22.5,0.1,3987
20160514,입하,17.3,10.5,23.9,0,null
20160515,입하,18.1,11.7,24.3,12.6,null
20160516,입하,15.4,9.9,21.7,5.9,3988
20160517,입하,17.8,8.6,26.6,0,3999
20160518,입하,20.3,11.4,29.3,0,3999
20160519,입하,20.3,12.4,28.8,0,3810
20160520,입하,19.9,11.9,28,0,3800
20160521,입하,20.1,12.3,27.9,0,null
20160522,입하,20.2,12.4,28.1,0,null
20160523,입하,20.6,12.5,27.8,0,3793
20160524,입하,18,15,21.3,20.3,3793
20160525,입하,19.4,13.7,25.8,0,3793
20160526,입하,20.4,15.1,25.9,0.1,3891
20160527,입하,21.5,16.8,27.5,0.1,3854
20160528,입하,20.9,16.3,27.1,0.4,null
20160529,입하,20.2,15.7,26.5,0.6,null
20160530,입하,21.3,14.4,28.4,0,3788
20160531,입하,21.7,15.5,28.1,0,3701
20160601,소만,20.9,15.8,26.5,0,3588
20160602,소만,20.2,13.1,27,0,3499
20160603,소만,21.6,14.3,28.3,0,3401
20160604,소만,19.4,16.3,22.9,3.9,null
20160605,소만,21,15,27.3,0,null
20160606,망종,19.5,16.8,22.6,0.7,null
20160607,망종,21.2,17.9,25.9,0.3,3397
20160608,망종,21,18.1,25,1.7,3353
20160609,망종,22.2,17.4,28.3,0,3072
20160610,망종,22.8,17.7,28.8,0,3023
20160611,망종,23.6,19.3,28.6,2.1,null
20160612,망종,23.1,20.4,26.5,2.6,null
20160613,망종,22.5,19.2,27.7,0.1,2931
20160614,망종,22.1,18.4,27.4,0.5,2860
20160615,망종,21.5,18.7,24.9,4.8,2874
20160616,망종,22.1,19.1,25.9,1.7,2792
20160617,망종,23.2,17.5,29.5,0,2713
20160618,망종,23.7,17.9,29.8,0.8,null
20160619,망종,23.8,19.8,29.2,1.4,null
20160620,망종,23.2,18.5,28.4,5.7,2724
20160621,망종,23.6,20.1,28.1,0.3,2751
20160622,망종,22.8,20.6,26.4,7,2762
20160623,망종,24.2,19.9,29.4,0.1,2754
20160624,망종,21.9,19.9,25.2,30.3,2799
20160625,망종,22.7,18.8,27.3,0,null
20160626,망종,23.2,17.5,29.3,0,null
20160627,망종,22.1,17.6,27,1,2833
20160628,망종,22.4,17.8,27.4,0.5,2825
20160629,망종,22.8,19.2,26.7,0.9,2825
20160630,망종,24.4,20.8,29.2,1,2777
20160701,하지,24.2,22,27.6,55.2,2752
20160702,하지,23.6,21.5,27,24.6,null
20160703,하지,22.4,20,25.3,22.3,null
20160704,하지,22.2,20.2,24.7,53.2,2832
20160705,하지,24.8,21.5,28.6,39.5,2860
20160706,하지,23.6,21.2,27.4,27.8,2899
20160707,소서,24.2,20.9,29,1.2,2933
20160708,소서,25.4,20.8,31.2,1,2950
20160709,소서,26.1,21.2,32.1,0,null
20160710,소서,26,21.7,31.1,0,null
20160711,소서,25.6,22.2,30.3,2.9,3032
20160712,소서,24.6,22.4,28,8.2,3068
20160713,소서,25.6,22.1,29.9,0.1,3115
20160714,소서,25,21.4,30,2.3,3191
20160715,소서,24.5,20.7,28.7,0.8,3214
20160716,소서,21.7,20.4,23.8,27.9,null
20160717,소서,23.3,20.7,27,0.9,null
20160718,소서,23.7,19.7,28.7,0,3299
20160719,소서,25,20.4,30,0.1,3351
20160720,소서,25.3,21.6,29.8,0,3416
20160721,소서,25.1,21.5,29.7,0,3354
20160722,소서,25.8,21.7,30.7,0,3341
20160723,소서,26.4,22.2,31.2,1.7,null
20160724,소서,27.3,23.6,32,4.8,null
20160725,소서,27.3,24.5,31.6,5.8,3322
20160726,소서,28,24,32.8,0,3344
20160727,소서,28,24.5,32,0.9,3362
20160728,소서,28.3,24.8,32.7,0.8,3383
20160729,소서,27.8,24,32.1,9.7,3388
20160730,소서,28.4,25,33.3,6.7,null
20160731,소서,28,24.4,33.5,4.1,null
20160801,대서,27.4,23.7,32.8,2.4,3487
20160802,대서,26.4,23.6,30.9,3,3569
20160803,대서,26.7,23.1,31.8,1.6,3689
20160804,대서,27.7,23.4,33,0.2,3760
20160805,대서,28,23.3,33.6,0.2,3822
20160806,대서,28.3,23.4,34,0.6,null
20160807,대서,28.5,24.1,34.2,1.5,null
20160808,입추,28.2,24,34.5,4.9,3957
20160809,입추,27.7,23.9,32.6,0.6,4064
20160810,입추,28.4,23.9,34,0,4043
20160811,입추,29.3,24.1,35.4,0,4061
20160812,입추,29.5,24.4,35.6,0,4090
20160813,입추,29.5,24.6,35.3,0,null
20160814,입추,29.1,25,34.4,1,null
20160815,입추,28.5,25,33.8,2.6,null
20160816,입추,27.9,24.2,33.2,4,4120
20160817,입추,27.7,23.2,33.3,0.7,4291
20160818,입추,28,23.7,33.6,0.4,4520
20160819,입추,28.2,23.8,33.6,0.4,4746
20160820,입추,28.3,24.1,34,0.1,null
20160821,입추,27.9,23.2,33.8,0.2,null
20160822,입추,28,23,34,1.2,5334
20160823,입추,27.3,23.6,32.2,1.8,5472
20160824,입추,27.3,22.9,33.2,0,5958
20160825,입추,27.2,21.3,33.7,2.1,6258
20160826,입추,21.9,18.3,27.2,11.3,6384
20160827,입추,22,17.1,27.1,0.6,null
20160828,입추,19.6,17.3,23.3,22.8,null
20160829,입추,20.5,16.3,25.4,3,6708
20160830,입추,20.7,16.9,24.7,1,7175
20160831,입추,21.8,18.5,25.3,7.8,7641
20160901,처서,24.6,19.6,30.2,2,7754
20160902,처서,21.4,19.4,24.8,28.9,7872
20160903,처서,22.9,19.7,27.1,20.5,null
20160904,처서,24.6,21.1,29.4,2.1,null
20160905,처서,24.6,21.7,29.1,1.3,7892
20160906,처서,23.6,20.2,27.8,0,8035
20160907,처서,23.1,19.9,27.9,1.3,8186
20160908,백로,22.7,18.6,28.2,3.2,8081
20160909,백로,22.8,18.9,28.5,1.4,8128
20160910,백로,22.4,18.7,27.6,5.1,null
20160911,백로,22.8,19.3,27.3,1.2,null
20160912,백로,21.7,19.1,25.9,7.8,7545
20160913,백로,22.4,17.7,28.2,0,7845
20160914,백로,22.6,18.7,27.7,0,null
20160915,백로,22.6,18.2,28.2,0,null
20160916,백로,22.1,19.6,25.3,5,null
20160917,백로,20.5,18.8,22.8,85.6,null
20160918,백로,20.3,18.3,22.8,6.5,null
20160919,백로,20.2,17.1,24.1,0.2,8443
20160920,백로,18.8,13.9,24.4,0,8088
20160921,백로,18.4,12.7,24.1,0,7940
20160922,백로,19.4,15.8,24.6,0,7694
20160923,백로,19.7,14.4,26.1,0,7643
20160924,백로,20.4,15.4,27.1,0,null
20160925,백로,20.7,16.1,26.6,0,null
20160926,백로,21.7,17.9,26.5,2.2,7532
20160927,백로,22.7,20.1,26.7,5.4,7846
20160928,백로,21.3,18.8,24.7,7.6,7805
20160929,백로,19.1,17,21.7,1.3,7788
20160930,백로,17.8,15.9,19.9,13,7719
20161001,추분,19.1,16.3,22.3,2.4,null
20161002,추분,20.8,17.8,24.4,6.1,null
20161003,추분,22.6,18.9,26.9,9.6,null
20161004,추분,21.4,16.8,27.2,0.6,7304
20161005,추분,19.5,16.7,24.2,51.1,6912
20161006,추분,18.6,14.4,24.3,0,6759
20161007,추분,18.4,14.8,22.8,9.3,6657
20161008,추분,17.4,14,21.5,23.6,null
20161009,한로,12.8,8.8,17.8,0,null
20161010,한로,13.3,8.4,19.1,0,6470
20161011,한로,14.5,10.2,20.6,0,6047
20161012,한로,15.1,10.8,21.2,0,5738
20161013,한로,14.5,10.6,20.2,0,5340
20161014,한로,15.2,9.2,23.1,0,5107
20161015,한로,16.7,10.6,24.3,0,null
20161016,한로,16,13.9,18.5,18.5,null
20161017,한로,17.7,14,23.2,0.3,4753
20161018,한로,16.3,12,22.4,0,4685
20161019,한로,16.8,12.6,23.3,0,4481
20161020,한로,16.8,11.7,22.7,0.1,4241
20161021,한로,16.6,14.9,18.8,0.4,4179
20161022,한로,16.8,13.6,21,0.4,null
20161023,한로,14.4,11.4,17.6,2.3,null
20161024,한로,14.2,9.5,19.4,0,4011
20161025,한로,14.6,11.3,19.1,13.7,3911
20161026,한로,13.8,10,18.3,0,3792
20161027,한로,14.5,9.1,19.2,0,3723
20161028,한로,14.1,12.1,16.5,5.6,3592
20161029,한로,10.6,7.1,14,0.7,null
20161030,한로,8.1,2.9,15.1,0,null
20161031,한로,8.3,4.4,11.6,0.3,3552
20161101,상강,4.6,0.4,9.7,0,3419
20161102,상강,5.3,-1.2,11.8,0.1,3422
20161103,상강,8.1,2.9,14.7,0.1,3233
20161104,상강,10.2,3.5,17.4,0,3218
20161105,상강,13.2,7.6,19.8,0.2,null
20161106,상강,12.6,8.9,16.5,1.6,null
20161107,상강,13.1,9.4,17.8,1.5,3270
20161108,입동,8.2,3.1,12.7,1.7,3255
20161109,입동,4.3,-0.7,10.5,0,3281
20161110,입동,7.3,2.8,12,3.1,3233
20161111,입동,9.3,4.5,15.2,0.9,3263
20161112,입동,10,2.9,18.2,0,null
20161113,입동,12.6,6.9,18.3,3,null
20161114,입동,14.3,10.2,18.7,2.3,3435
20161115,입동,9.5,3.4,15.2,0,3567
20161116,입동,6.6,0.3,14.3,0,3561
20161117,입동,8.7,3.3,16.1,0,3440
20161118,입동,10,3.6,15.6,12.8,3630
20161119,입동,13.4,10.6,16.7,1.2,null
20161120,입동,12.2,7.3,17.6,0,null
20161121,입동,10.3,6.1,14.2,0.1,3709
20161122,입동,6.3,2.5,10.9,0.9,3790
20161123,입동,3.1,-0.5,7.6,0.1,3762
20161124,입동,0.7,-3,5.5,0,3712
20161125,입동,1.9,-2.8,8.1,0,3725
20161126,입동,1.2,-2.6,4.3,2.4,null
20161127,입동,4.1,1,8.5,0.1,null
20161128,입동,3.8,-0.2,8.4,0,3725
20161129,입동,3.1,-2.3,10,0.2,3725
20161130,입동,6.2,1.2,10.7,2.5,3838
20161201,소설,6.5,0.8,10.8,0.1,3927
20161202,소설,3,-2.6,10,0,null
20161203,소설,4,-2.6,12.1,0,null
20161204,소설,5.3,1.1,10.2,0,null
20161205,소설,7.9,2.5,13.8,0.1,3951
20161206,소설,1.8,-2.9,6.7,0,3959
20161207,대설,1.6,-4.2,7.6,0.1,3978
20161208,대설,3.6,-2.5,9.7,1.3,4057
20161209,대설,4.6,-0.5,8.9,1.3,4111
20161210,대설,0.8,-3.9,7.1,0,null
20161211,대설,0.1,-5.7,7.8,0,null
20161212,대설,3.9,-2.8,10.1,0.2,4044
20161213,대설,5.4,1.4,9.9,0.3,4077
20161214,대설,1.6,-1,4.7,2.5,4058
20161215,대설,-0.8,-4.2,2.7,0.1,4077
20161216,대설,-1.8,-6.9,2.9,0,4093
20161217,대설,3.4,-2.2,10.1,0,null
20161218,대설,4.4,-1.1,10.6,0.1,null
20161219,대설,7.2,3.4,10.5,4.9,4089
20161220,대설,7.3,3.3,13,0,4119
20161221,대설,8.7,3,13.7,24.2,4145
20161222,대설,8.4,4.4,15.3,14.4,4169
20161223,대설,1.7,-0.3,4.7,0.6,4163
20161224,대설,0.5,-2.3,4,0,null
20161225,대설,2.9,-2.9,9,0.1,null
20161226,대설,4.6,2.9,6.2,10.3,4206
20161227,대설,1.2,-3.2,4.5,2.1,4226
20161228,대설,-1.4,-6.5,4.8,0,4200
20161229,대설,-1.3,-4.5,2.1,0.2,4224
20161230,대설,-1.4,-7,4.6,0,4219
20161231,대설,1.7,-2.9,7.1,0,null
20170101,동지,3.2,-1.5,9.6,0,null
20170102,동지,5.5,0.4,11.3,0,4382
20170103,동지,3.6,-0.9,9.8,0,4355
20170104,동지,3.8,-1.3,10.6,0,4380
20170105,동지,4.3,-0.7,8.5,2,4379
20170106,소한,5.2,0.8,10.5,0.1,4354
20170107,소한,4,-1.4,9.5,0.1,null
20170108,소한,7.2,3.9,11.9,1.6,null
20170109,소한,4.4,-0.5,8.1,0.1,4279
20170110,소한,0.4,-2.9,4.7,0,4279
20170111,소한,-1.7,-6.2,2.8,0,4279
20170112,소한,0.7,-3.7,5.6,0.2,4279
20170113,소한,-2.2,-5.9,2.8,0.3,4108
20170114,소한,-5,-7.8,-1.8,0,null
20170115,소한,-4.8,-10.6,1.6,0,null
20170116,소한,-3,-8.8,4.4,0,4108
20170117,소한,-1.7,-7.8,5.8,0,4108
20170118,소한,0.5,-4.5,5.9,0,4092
20170119,소한,0.1,-5,6.8,0,4092
20170120,소한,-1.7,-5.4,1.4,3.3,4092
20170121,소한,-2.6,-8.1,2,0.6,null
20170122,소한,-3.7,-6.9,0.1,0.6,null
20170123,소한,-5.9,-9.9,-1.1,0.1,4019
20170124,소한,-4.7,-10.1,1.5,0,3987
20170125,소한,-3.7,-9.7,3.3,0,3987
20170126,소한,-0.9,-9.1,6.8,0.1,3987
20170127,소한,1.5,-3.7,6.6,1.2,null
20170128,소한,0.5,-7.3,8.3,0,null
20170129,소한,3.3,1,5.7,3.9,null
20170130,소한,-1,-5.5,3.2,1.1,null
20170131,소한,-2.9,-8.7,3.7,0,4008
20170201,대한,-1.2,-5.4,4.2,0,3980
20170202,대한,-0.9,-7.5,6.1,0,3990
20170203,대한,1.8,-3.8,8.6,0,3990
20170204,입춘,4.1,-2.3,9.9,0.8,null
20170205,입춘,4.2,1.8,7.5,1.1,null
20170206,입춘,0.8,-2.6,4.7,0,3990
20170207,입춘,0.1,-4.7,6.3,0,4001
20170208,입춘,0.8,-3.6,5.3,0,4001
20170209,입춘,-2.1,-5,1.2,0.1,4010
20170210,입춘,-4.1,-6.8,-0.5,0.6,4010
20170211,입춘,-2.8,-7.5,1.8,0.1,null
20170212,입춘,-0.7,-6.1,5.4,0,null
20170213,입춘,1,-5.9,7.3,0.3,4038
20170214,입춘,1.5,-3.4,7.6,0,4010
20170215,입춘,2.4,-5.3,11,0,4010
20170216,입춘,7.1,-2.8,14.5,1.4,4010
20170217,입춘,5.6,-1,12,1.7,4010
20170218,입춘,0,-4.6,5.1,0,null
20170219,입춘,3.4,-5,10,2,null
20170220,입춘,2.9,-3,9.6,5.4,4010
20170221,입춘,0.8,-6.2,7.9,0,4010
20170222,입춘,3.6,0.3,5.9,16.1,4010
20170223,입춘,1.4,-2,5,0,4010
20170224,입춘,0.6,-4.7,6.1,0,4010
20170225,입춘,3.1,-2.6,9.2,0,null
20170226,입춘,3.4,-2,10,0,null
20170227,입춘,3.6,-2.5,11.1,0.1,4010
20170228,입춘,4.8,-2.5,13,0,4018
20170301,우수,6.2,0.7,12.7,2.1,null
20170302,우수,3.2,-0.7,6.9,2,4018
20170303,우수,3.9,-3.2,11.7,0,4002
20170304,우수,5.6,-1,13.7,0,null
